subject_type,subject_id,confirmed_risk_type,confirmed_risk_status,source_file,source_label,source_bad_type,source_as_of,ingested_at
customer,1017766916471107,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户,截止20260605,2026-06-12T09:35:03.778520Z
customer,1017651762191004,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户,截止20260605,2026-06-12T09:35:03.778520Z
customer,1017734008971001,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户,截止20260605,2026-06-12T09:35:03.778520Z
customer,1017509286621024,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户,截止20260605,2026-06-12T09:35:03.778520Z
customer,1017562764531101,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户；银行拉黑,截止20260605,2026-06-12T09:35:03.778520Z
customer,1017554827661101,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户,截止20260605,2026-06-12T09:35:03.778520Z
customer,1016902653921023,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户,截止20260605,2026-06-12T09:35:03.778520Z
customer,1017736345941012,bad_customer,confirmed,坏人特征库名单_截止20260605.xlsx,确认坏人,欺诈客户,截止20260605,2026-06-12T09:35:03.778520Z
customer,1017637037561025,bad_customer,confirmed,欺诈客户特征（3个代码）.xlsx,欺诈客户,欺诈客户,特征提取样本,2026-06-12T09:35:03.778520Z
customer,1017732200021109,bad_customer,confirmed,欺诈客户特征（3个代码）.xlsx,欺诈客户,欺诈客户,特征提取样本,2026-06-12T09:35:03.778520Z
customer,1017732200731118,bad_customer,confirmed,欺诈客户特征（3个代码）.xlsx,欺诈客户,欺诈客户,特征提取样本,2026-06-12T09:35:03.778520Z
